points,inliers,R_mm,P_mm,beta_rad,C_mm,RMSE_mm,R2,image,cluster
80,63,382.76148564118915,94.25,-0.309205310573673,82.72187051456962,14.758633544989438,0.09253695794636063,图2-2.jpg,26
38,38,151.12115586889536,94.25,-0.9422495450233886,623.3321269310045,6.087450579107529,0.14704679709474522,图2-2.jpg,27
177,127,166.89557119654958,94.25,3.0025119362733674,205.634944245868,19.196404666316457,0.46090549796316493,图2-4.jpg,0
68,66,188.3763231450506,94.25,-0.9556248720193301,-154.62749052128353,10.893200833532184,0.36705290543938507,图2-4.jpg,1
217,155,33.244348629744,94.25,1.9974433520751775,19.58515056471846,16.518685243542617,0.18392403135918134,图2-4.jpg,2
45,45,34.0141766108724,94.25,1.9743694227822546,1.1206058234569944,9.130401539316464,0.08463608257661359,图2-4.jpg,3
30,30,196.47792380961997,94.25,2.3368715541644787,245.74441320363357,6.983109935505582,0.037084107082488105,图2-4.jpg,4
41,41,242.3644184877815,94.25,-1.273374811704429,307.2095919855263,7.5188455162242045,0.20320031594245014,图2-4.jpg,5
55,55,118.45154790107962,94.25,1.072796264329144,189.9752783825129,4.658822306371572,0.18005374144656572,图2-4.jpg,6
87,65,501.6113427491677,94.25,-1.9216026836164253,579.5465312808032,17.814922194732755,0.05646069452594615,图2-4.jpg,7
38,38,181.29513362959432,94.25,2.2554867014660336,-78.6610687238494,6.777224847586705,0.311714407654078,图2-4.jpg,8
47,44,1506.5402948377089,94.25,1.4733963778421555,1629.9466933422198,12.219723034076479,0.17671673888242767,图2-4.jpg,9
64,49,168.13068368753977,94.25,0.1272385306259967,313.845863139771,14.770996887598063,0.016112183039490358,图2-4.jpg,10
75,70,113.69722100469899,94.25,2.3903480327418225,26.735714834222236,11.433617202515672,-0.027960974682717188,图2-4.jpg,11
62,53,243.97255132210316,94.25,1.5623600763118624,-80.51454206369775,12.45462338561739,0.12636643613451248,图2-4.jpg,12
40,39,828.9671485969546,94.25,-2.0864630249893157,-650.972422136576,9.425396058648676,0.39606392995827944,图2-4.jpg,13
144,80,220.5703398072151,94.25,-2.1253738867908787,441.7306446251399,23.996446672476704,0.36187770065448865,图2-4.jpg,14
46,45,287.2062014248103,94.25,0.675402105327212,507.8804010189227,7.06825268233657,0.4451574342473056,图2-4.jpg,15
48,46,64.63559754159401,94.25,0.8201906308051294,183.60675091653377,8.231454271140018,0.1426888689756739,图2-4.jpg,16
99,64,167.50912325467,94.25,-1.5177075806451499,372.26721341704524,21.188539043808873,0.30868265778738324,图2-4.jpg,17
38,37,631.9829999543967,94.25,0.8795945835581629,908.3826116171513,8.628946936266246,0.2791998915528403,图2-4.jpg,18
83,81,102.42227403324107,94.25,0.5810953225078987,394.1808637188091,8.610499301630465,0.34599656544128665,图2-4.jpg,19
37,37,84.64819637507095,94.25,0.05401609312014407,290.67340365702796,6.7825714645434605,0.5147550394304987,图2-4.jpg,20
38,38,63.8769044136578,94.25,-2.5800339765135134,410.9275003880827,9.4730539896794,0.03216144361438389,图2-4.jpg,21
35,35,386.9971058066013,94.25,-0.4218412802409516,25.90815401524293,9.54900407432879,0.1639397122617593,图2-4.jpg,22
107,98,164.06173394850742,94.25,0.2306943212829023,273.7062092125578,11.181273603794047,0.10797775475430227,图2-4.jpg,23
67,61,70.4000278909141,94.25,2.524510201044857,518.575963469515,11.292146410057033,0.16053248354963523,图2-4.jpg,24
39,39,488.3507052804329,94.25,-2.0440852441870434,950.0546711726968,7.771493358499616,0.40366091945088234,图2-4.jpg,25
47,46,200.6153893853098,94.25,0.428173466232785,274.75249565405727,8.414109816736426,0.10019917597292582,图2-4.jpg,26
36,36,232.3290629421489,94.25,2.3576550499714624,713.6206030371601,5.912200907003536,0.14336592454835662,图2-4.jpg,27
184,139,209.93716387661573,94.25,-0.1758338501059595,-164.3430912625453,15.823528286248528,0.1882179917342709,图2-5.jpg,0
311,254,20.27856402306233,94.25,-1.8369819880293055,13.471379143761911,12.67875743270867,0.1869224549401034,图2-5.jpg,1
172,123,64.8453198156721,94.25,-0.894023871421372,116.33136426022469,17.097560586067427,0.02439305816653825,图2-5.jpg,2
162,127,82.0180290449968,94.25,-2.3952199971442787,145.46978473403394,14.253531515836528,0.031006559518212073,图2-5.jpg,3
34,33,553.2477475247015,94.25,-1.8239191078358552,609.7826196302286,10.21221257458457,0.05497175787544317,图2-5.jpg,4
93,73,415.9720190249147,94.25,-0.6831413228706987,-289.951369868782,15.10192781017881,0.5418199866435829,图2-5.jpg,5
51,50,233.21768590329046,94.25,-2.2334133047283937,-126.01251450210955,5.67882297361477,0.8078495508755643,图2-5.jpg,6
136,96,391.46491480558586,94.25,-2.4638109555160272,522.6246234141257,17.08508076105826,0.13233776911762118,图2-5.jpg,7
87,75,99.06542921536443,94.25,-2.9081862786828365,73.68773569798786,13.986597925344316,0.1634165351759319,图2-5.jpg,8
132,100,12.874988818665349,94.25,3.0962608101605817,165.93306293010988,17.115833924833577,-0.012970618830899783,图2-5.jpg,9
135,125,78.22526795614762,94.25,-1.94010114211574,243.72679111429437,11.248929968643443,0.8082488345615735,图2-5.jpg,10
500,329,34.13363636046638,94.25,1.2474190506609577,234.0826319611622,18.904584199957963,0.4261777755039773,图2-5.jpg,11
565,325,59.543112166977416,94.25,2.918839358287022,228.77734211973248,24.76635600819685,0.506091249793934,图2-5.jpg,12
49,49,250.0041259434317,94.25,0.9777384089656908,-36.297787205885186,6.342566267452982,0.3499658296519347,图2-5.jpg,13
44,44,69.72578445566491,94.25,2.147228211036447,178.58638006971543,5.428592677777851,0.12936652230323753,图2-5.jpg,14
31,31,79.72118515091441,94.25,1.8596599372446685,364.8471203809952,4.803393219854449,0.19241848671242856,图2-5.jpg,15
34,34,15.15030383280965,94.25,-0.7072162946948876,303.086679431057,6.376184783435436,0.01085053373517364,图2-5.jpg,16
77,67,177.56103105018795,94.25,-0.6428492392222744,123.38874753656688,12.440816474011296,-0.030442266639733706,图2-5.jpg,17
618,251,84.10416872455959,94.25,1.5694967418417467,385.8082063184573,40.59345540426648,0.3178332907087875,图2-5.jpg,18
71,65,146.90759448815643,94.25,-1.8988273764228463,476.6590859886115,11.210952069155704,-0.023002335107472183,图2-5.jpg,19
51,50,155.162900293609,94.25,-0.15658793177812397,473.8366121569516,6.884164083772336,0.5246243329351473,图2-5.jpg,20
94,92,128.56266222272927,94.25,0.8951687517759004,474.2587373235347,8.63757284038587,0.37493282278259243,图2-5.jpg,21
110,82,308.96437070883945,94.25,1.940904529580785,53.30442827675341,17.957229056976196,-0.23350182975909117,图2-5.jpg,22
96,93,151.8770114500641,94.25,1.037417791375596,227.9108933056295,9.649094209286561,0.3410089862482989,图2-5.jpg,23
261,161,61.31484105634479,94.25,-3.1020833235917844,407.8230818986135,20.31234605033502,-0.06226236509166849,图2-5.jpg,24
229,148,49.892515652593374,94.25,-0.5662743072659198,510.4164532728158,18.79086042796812,0.10420817619193423,图2-5.jpg,25
52,52,12.922423642086411,94.25,-0.9427372095342482,456.709967095151,5.671100549686376,0.04364359822798625,图2-5.jpg,26
33,33,303.5903017514244,94.25,-1.0583839840263247,183.5381386787961,5.133046609149868,0.14109516531398703,图2-5.jpg,27
248,95,497.05139830418597,94.25,-0.7149755764206888,-437.7789714523333,32.31050029329825,0.036055600852528236,图2-6.jpg,0
227,93,53.48362610213156,94.25,-1.5825507090073618,64.98646457422663,29.027988694470533,-0.0611737006548938,图2-6.jpg,1
40,40,498.86807647554116,94.25,-1.6387733524440098,-457.8991389427533,6.474387500574831,0.4728269320413605,图2-6.jpg,2
156,106,109.43780739562165,94.25,-0.7693635055264959,180.73815541053094,18.432648496932508,0.042540032882179,图2-6.jpg,3
58,51,305.939591908525,94.25,-2.559382190553934,408.196462589569,12.837704082365631,0.021631789702471482,图2-6.jpg,4
100,81,178.17180967653462,94.25,-2.4980742001581726,279.4634107878985,14.856527056624783,0.5053673904988027,图2-6.jpg,5
32,32,362.5171964529724,94.25,1.8304348910419725,-160.77358820324827,7.641216275999595,0.06768408364253475,图2-6.jpg,6
38,38,159.3490594435797,94.25,3.0215572289378634,49.30309517550381,6.89328271269659,0.14032734533137714,图2-6.jpg,7
745,269,61.525623912864184,94.25,1.1067172894858723,325.7361942496555,34.858833664422136,0.41698679552787143,图2-6.jpg,8
131,82,81.83785999512611,94.25,-0.18124137846264501,367.0869666617846,21.217999306343454,-0.010009001376306115,图2-6.jpg,9
775,343,27.182953292440384,94.25,2.7738096747020897,348.92655879981953,39.25454169882524,0.026132302935373275,图2-6.jpg,10
102,89,88.54187149791296,94.25,-2.7017058993993466,379.81957190198256,13.466839457624992,0.0644422920738309,图2-6.jpg,11
141,76,1797.00639771798,94.25,-1.8197505488242063,2155.5170194777056,26.294400093813874,-0.04970542291695601,图2-6.jpg,12
32,31,917.342634746831,94.25,1.1936832459733364,1270.3387272981581,10.366720706029161,0.06626334615483898,图2-6.jpg,13
46,45,192.40947109949917,94.25,-2.5822228402542398,200.67789243448743,8.425799425328313,0.3314840686090279,图2-6.jpg,14
41,35,1632.45476657287,94.25,-1.3753976438693498,-1224.3819245174434,13.888559541022946,-0.06125060935795257,图2-6.jpg,15
86,84,22.308908230294314,94.25,-2.839250288867798,493.042607644378,8.276520008793181,0.03896212121926257,图2-6.jpg,16
71,70,55.52683709909806,94.25,1.459691147457099,429.9094901798868,7.826282131702645,0.1701294973134032,图2-6.jpg,17
38,34,690.7703180915786,94.25,-1.682206080763606,704.1900696308961,12.415715905500347,-0.048697206310539976,图2-7.jpg,0
73,39,249.26182819500744,94.25,1.8949425209644886,-204.10751715656727,22.02569696322718,-0.053169108204399906,图2-7.jpg,1
39,39,504.7558660782165,94.25,0.998130304774572,-482.8081171831051,6.878177122531278,0.21855741403441364,图2-7.jpg,2
124,106,202.25969655376272,94.25,0.15328235171221435,250.78530511246598,12.06297724916858,0.3910563396230733,图2-7.jpg,3
124,104,121.73310358484007,94.25,-2.953834714112902,231.17225807499165,13.368290910453492,0.35073089730283247,图2-7.jpg,4
34,34,16.58574388079257,94.25,0.4322034040012128,123.02158935880908,6.104187460773697,0.0058617668871199236,图2-7.jpg,5
30,29,292.2405519587221,94.25,-1.2336279136624855,-113.51084920539594,8.35329067961054,0.021206152693476255,图2-7.jpg,6
37,37,929.7171608515939,94.25,-2.1344877854811273,1120.8268340365946,8.485636952138991,0.3796668578181377,图2-7.jpg,7
31,31,9.180566405808708,94.25,-1.3618365678071715,222.88634146242495,6.9663883655299665,0.0006929064195205781,图2-7.jpg,8
628,237,97.48802988584073,94.25,-1.1676146347393495,397.7252182685633,38.895955037653884,0.6023951723958787,图2-7.jpg,9
72,70,117.47202122478767,94.25,-3.0764007129935282,173.22847422116658,8.053665163695111,0.11112080705859328,图2-7.jpg,10
63,52,306.585735666215,94.25,-1.2083386951776445,11.776607100409137,14.690011145629922,-0.03399635848221827,图2-7.jpg,11
77,70,117.8268947475062,94.25,-1.4678051949058828,428.6518924659818,11.796113357321033,-0.005222718019768591,图2-7.jpg,12
49,48,35.39469954709219,94.25,1.8235412904785262,306.8510025197464,8.30745016233614,0.20973288185671568,图2-7.jpg,13
64,61,540.8909521682864,94.25,-0.06536307126242318,866.9460153184059,9.484284232484345,0.5709812950605931,图2-7.jpg,14
43,42,361.81659158342734,94.25,-0.8442777451497384,704.240415119501,9.465816582566411,0.09002390591819509,图2-7.jpg,15
40,40,665.7871046600272,94.25,-1.4869518982891188,1017.7045764935725,9.964218892759739,0.06404866770150419,图2-7.jpg,16
42,39,1140.440062023452,94.25,-0.16208337199752545,1553.8354065532749,10.944619384805112,0.2299121384740742,图2-7.jpg,17
33,33,30.393987131546016,94.25,1.174424885118284,441.59787361820383,6.87617976098281,0.031694913001067415,图2-7.jpg,18
42,42,338.606048932487,94.25,0.637540511267118,120.7013396392133,5.790647859060989,0.26087779539116074,图2-7.jpg,19
148,134,86.38961254399649,94.25,1.566987440748997,550.923622693867,11.443777314570228,0.17721390197734344,图2-7.jpg,20
302,189,31.751618688749364,94.25,1.2064702485458567,106.61072345029889,20.05714097202391,0.0005581689751626984,图2-8.jpg,0
113,95,78.41846881283507,94.25,1.7557554613391626,187.47160265028504,15.117295314973497,0.20203029733342426,图2-8.jpg,1
108,96,119.03993921515598,94.25,-2.0065868715062516,118.22283313288195,13.188291135274099,0.676432309767191,图2-8.jpg,2
97,95,254.66501978343598,94.25,-1.8075817990971637,-58.04346388187918,9.353966895661966,0.2527836246959223,图2-8.jpg,3
43,42,4.336688087189409,94.25,2.768592192046349,186.0010972311847,10.117819999521842,-0.005754269647461507,图2-8.jpg,4
52,52,157.16862076937568,94.25,0.8345875653002373,50.14851706588158,8.315979184631248,0.039027623060740924,图2-8.jpg,5
41,40,512.4271950382117,94.25,-0.7669657939945815,-240.31001806772178,9.757989351937828,0.13213242929828295,图2-8.jpg,6
189,144,248.9855363130747,94.25,-2.3365051089124544,535.8235657669844,16.14949074089845,0.6445744939304245,图2-8.jpg,7
76,54,1828.9393469220445,94.25,1.846971559417638,-1445.6451333616337,21.25843357341132,-0.6371274790752297,图2-8.jpg,8
127,106,73.18994714086601,94.25,2.386556843927955,475.09809227309466,14.489889777009642,0.32516577502681043,图2-8.jpg,9
54,52,344.00203332793274,94.25,0.3937085709179187,70.69448882002303,9.612268666514831,0.0529075023821044,图2-8.jpg,10
61,61,253.1155789156953,94.25,-2.7263032108986205,204.04122771621377,6.797823436254852,0.7154929519352697,图2-8.jpg,11
117,91,245.82978968429697,94.25,0.8745447800171717,694.5498634910671,15.426722366669471,0.10465839901484675,图2-8.jpg,12
361,106,525.3153810972,94.25,1.0124231792810077,-438.53019583407485,40.644759953871116,0.06994317545875384,图2-9.jpg,0
97,97,22.169748948714584,94.25,-1.125936288884596,-4.905181882023371,8.05845298619908,0.13611070339732934,图2-9.jpg,1
52,52,97.4689324897312,94.25,-0.13490063038413413,-75.13325899854928,9.91447020032791,0.09124161234785544,图2-9.jpg,2
74,54,815.3414619049437,94.25,2.26980935393986,-775.2968442898725,18.091536187044653,-0.3216874106646317,图2-9.jpg,3
38,38,350.48816649546694,94.25,-0.11691305783883703,380.8807851867706,7.404594601684798,0.3821682252486238,图2-9.jpg,4
31,31,109.25595800960319,94.25,0.6707442319500538,59.86304200914243,4.396480164276969,0.10038117663082302,图2-9.jpg,5
48,45,304.0699323972526,94.25,-0.8355395333180367,-104.01682580271677,10.404025052662913,-0.02855759950057357,图2-9.jpg,6
54,54,110.01592047808069,94.25,1.4076770120664968,88.38613175057327,7.237221955095102,0.07144141415437899,图2-9.jpg,7
96,93,37.17306861940251,94.25,2.388247623928111,219.0917786590663,10.328923898827302,0.3472056932405644,图2-9.jpg,8
34,30,383.09590894388464,94.25,0.8823442003476393,-92.49321017155927,10.90623188227649,0.1619826310091098,图2-9.jpg,9
344,148,94.56514593141257,94.25,-2.1068386979169156,472.5239947227919,31.800434445876657,0.08937271120604462,图2-9.jpg,10
85,85,31.9999969226251,94.25,0.6217724819603515,338.2037172703322,8.051177280906495,0.18562956174737633,图2-9.jpg,11
54,53,276.6197011737255,94.25,-0.7694341784555683,91.44214352302009,9.120754066451951,0.09498630093859861,图2-9.jpg,12
372,222,59.77210915088399,94.25,-0.12534744275479626,460.8672134698845,20.273916618412667,0.289459929454998,图2-9.jpg,13
45,45,386.9221452410427,94.25,2.0712448410904956,781.5122134615123,7.912767263515913,0.2983352548690331,图2-9.jpg,14
91,87,74.84207663357111,94.25,2.795142602788411,503.2800251466933,9.837483848577818,0.129247075943968,图2-9.jpg,15
218,137,43.36578996103917,94.25,-2.3367751160743513,517.5287395210927,18.711995776814746,-0.03187747437688482,图2-9.jpg,16
38,38,797.96984018521,94.25,2.9328740876643833,-345.0728461878727,7.6498033977691575,0.2337246719728343,图2-9.jpg,17
42,42,23.978925600410175,94.25,0.3998407179675815,482.29391109615773,7.397277853518208,0.13375510225858578,图2-9.jpg,18
